"nm_municipio";"nm_uf";"oper";"ano";"trabalhadores_resgatados"
"Bom Jesus";"Piauí";33;2012;14
"Teresina";"Piauí";34;2012;22
"São Paulo";"São Paulo";35;2012;12
"São Geraldo do Araguaia";"Pará";36;2012;12
"Sandolândia";"Tocantins";37;2012;12
"Cristalândia";"Tocantins";37;2012;9
"Sandolândia";"Tocantins";37;2012;6
"Palmeirópolis";"Tocantins";37;2012;0
"Sandolândia";"Tocantins";37;2012;2
"Sandolândia";"Tocantins";37;2012;8
"Dianópolis";"Tocantins";37;2012;9
"Jaú do Tocantins";"Tocantins";37;2012;0
"Sucupira";"Tocantins";37;2012;0
"Bom Jesus do Tocantins";"Tocantins";37;2012;0
"Itaguatins";"Tocantins";37;2012;0
"Tupiratins";"Tocantins";37;2012;0
"Goiatins";"Tocantins";37;2012;0
"Cristalândia";"Tocantins";37;2012;7
"Presidente Kennedy";"Tocantins";37;2012;13
"Dueré";"Tocantins";37;2012;8
"Crixás do Tocantins";"Tocantins";37;2012;7
"Porto Alegre do Tocantins";"Tocantins";37;2012;14
"São Domingos do Norte";"Espírito Santo";38;2012;17
"Anicuns";"Goiás";39;2012;14
"Bofete";"São Paulo";40;2012;46
"Boca do Acre";"Amazonas";41;2012;5
"Palmas";"Paraná";42;2012;3
"Palestina do Pará";"Pará";43;2012;5
"Itupiranga";"Pará";43;2012;0
"Brejo Grande do Araguaia";"Pará";43;2012;0
"Castanheira";"Mato Grosso";44;2012;12
"Tucuruí";"Pará";45;2012;0
"Tucuruí";"Pará";45;2012;0
"Tucuruí";"Pará";45;2012;0
"Tucuruí";"Pará";45;2012;0
"Novo Repartimento";"Pará";45;2012;3
"Ourilândia do Norte";"Pará";46;2012;0
"Tucumã";"Pará";46;2012;0
"Tucumã";"Pará";46;2012;0
"Água Azul do Norte";"Pará";46;2012;0
"Brasilândia de Minas";"Minas Gerais";47;2012;0
"Brasilândia de Minas";"Minas Gerais";47;2012;0
"São Paulo";"São Paulo";48;2012;9
"Concórdia";"Santa Catarina";49;2012;14
"Nova Bréscia";"Rio Grande do Sul";50;2012;12
"Indiara";"Goiás";51;2012;4
"Corumbá";"Mato Grosso do Sul";52;2012;10
"Capão Alto";"Santa Catarina";53;2012;13
"São Mateus do Sul";"Paraná";54;2012;11
"Açailândia";"Maranhão";55;2012;5
"João Lisboa";"Maranhão";55;2012;0
"Itinga do Maranhão";"Maranhão";55;2012;3
"Boca do Acre";"Amazonas";56;2012;12
"Boca do Acre";"Amazonas";56;2012;26
"Boca do Acre";"Amazonas";56;2012;34
"Boca do Acre";"Amazonas";57;2012;74
"Porto Velho";"Rondônia";58;2012;5
"Porto Velho";"Rondônia";58;2012;5
"Matias Cardoso";"Minas Gerais";59;2012;13
"Nova Monte Verde";"Mato Grosso";60;2012;4
"Matias Cardoso";"Minas Gerais";61;2012;5
"Maranhãozinho";"Maranhão";62;2012;13
"Turiaçu";"Maranhão";62;2012;1
"Araguatins";"Tocantins";63;2012;56
"Altamira";"Pará";64;2012;32
"Novo Progresso";"Pará";64;2012;3
"Santana do Araguaia";"Pará";65;2012;0
"Santana do Araguaia";"Pará";65;2012;10
"Marabá";"Pará";66;2012;8
"Marabá";"Pará";66;2012;1
"Goianésia do Pará";"Pará";66;2012;1
"Itupiranga";"Pará";66;2012;0
"Ulianópolis";"Pará";67;2012;9
"Abel Figueiredo";"Pará";67;2012;0
"Dom Eliseu";"Pará";67;2012;0
"São Félix do Xingu";"Pará";68;2012;6
"São Félix do Xingu";"Pará";68;2012;0
"São Félix do Xingu";"Pará";68;2012;11
"Goiânia";"Goiás";69;2012;63
"Palmas";"Paraná";70;2012;3
"Anápolis";"Goiás";71;2012;0
"Goianápolis";"Goiás";72;2012;0
"Redenção do Gurguéia";"Piauí";73;2012;9
"Monte Alegre do Piauí";"Piauí";73;2012;6
"Itanhangá";"Mato Grosso";74;2012;7
"Paraíso do Norte";"Paraná";75;2012;0
"Umuarama";"Paraná";75;2012;0
"Riachão das Neves";"Bahia";76;2012;0
"Barreiras";"Bahia";76;2012;0
"Wanderley";"Bahia";76;2012;0
"Luís Eduardo Magalhães";"Bahia";76;2012;0
"Barreiras";"Bahia";76;2012;0
"Barreiras";"Bahia";76;2012;0
"Boca do Acre";"Amazonas";77;2012;1
"Boca do Acre";"Amazonas";77;2012;0
"Lábrea";"Amazonas";77;2012;3
"Boca do Acre";"Amazonas";77;2012;0
"Goianésia do Pará";"Pará";78;2012;0
"Marabá";"Pará";78;2012;150
"Moju";"Pará";79;2012;10
"Buritis";"Minas Gerais";80;2012;88
"Rio Verde";"Goiás";81;2012;2
"Marianópolis do Tocantins";"Tocantins";82;2012;45
"Bandeirantes";"Mato Grosso do Sul";83;2012;1
"Vianópolis";"Goiás";84;2012;14
"Novo Progresso";"Pará";85;2012;9
"Prainha";"Pará";86;2012;11
"Prainha";"Pará";86;2012;0
"Uruará";"Pará";86;2012;6
"Conceição do Araguaia";"Pará";87;2012;2
"Xinguara";"Pará";87;2012;0
"Eldorado dos Carajás";"Pará";87;2012;0
"Conceição do Araguaia";"Pará";87;2012;6
"Conceição do Araguaia";"Pará";87;2012;0
"Santa Luzia";"Maranhão";88;2012;17
"Cassilândia";"Mato Grosso do Sul";89;2012;9
"Nova Bandeirantes";"Mato Grosso";90;2012;7
"Perobal";"Paraná";91;2012;125
"Itapagipe";"Minas Gerais";92;2012;0
"São Paulo";"São Paulo";93;2012;95
"Jussara";"Goiás";94;2012;14
"Nova Monte Verde";"Mato Grosso";95;2012;5
"Paranaíta";"Mato Grosso";95;2012;0
"Paranaíta";"Mato Grosso";95;2012;0
"Baía Formosa";"Rio Grande do Norte";96;2012;0
"Arês";"Rio Grande do Norte";96;2012;0
"Mataraca";"Paraíba";96;2012;0
"Baía Formosa";"Rio Grande do Norte";96;2012;0
"Medicilândia";"Pará";97;2012;9
"Altamira";"Pará";97;2012;40
"Marabá";"Pará";98;2012;2
"Jacundá";"Pará";98;2012;15
"Duas Barras";"Rio de Janeiro";99;2012;2
"São Desidério";"Bahia";100;2012;10
"São Desidério";"Bahia";100;2012;9
"Darcinópolis";"Tocantins";101;2012;89
"Darcinópolis";"Tocantins";101;2012;14
"Ponta Porã";"Mato Grosso do Sul";102;2012;5
"Santa Teresa";"Espírito Santo";103;2012;9
"Feliz Natal";"Mato Grosso";104;2012;8
"Alta Floresta";"Mato Grosso";105;2012;0
"Novo Mundo";"Mato Grosso";105;2012;0
"Novo Mundo";"Mato Grosso";105;2012;0
"Alta Floresta";"Mato Grosso";105;2012;0
"Novo Mundo";"Mato Grosso";105;2012;0
"Novo Mundo";"Mato Grosso";105;2012;0
"Novo Mundo";"Mato Grosso";105;2012;0
"Paranaíta";"Mato Grosso";105;2012;0
"Piçarra";"Pará";106;2012;0
"Tucumã";"Pará";106;2012;0
"Floresta do Araguaia";"Pará";106;2012;0
"São Félix do Xingu";"Pará";106;2012;0
"Curionópolis";"Pará";107;2012;2
"Canaã dos Carajás";"Pará";107;2012;0
"Canaã dos Carajás";"Pará";107;2012;0
"Santarém";"Pará";108;2012;31
"Santarém";"Pará";108;2012;0
"Camapuã";"Mato Grosso do Sul";109;2012;9
"Nazaré do Piauí";"Piauí";110;2012;9
"Porto Nacional";"Tocantins";111;2012;12
"Cerro Azul";"Paraná";112;2012;0
"Santa Cecília";"Santa Catarina";113;2012;6
"Uberlândia";"Minas Gerais";114;2012;0
"Montes Claros de Goiás";"Goiás";115;2012;4
"Uirapuru";"Goiás";116;2012;0
"Belo Horizonte";"Minas Gerais";117;2012;0
"Penedo";"Alagoas";118;2012;11
"Macapá";"Amapá";119;2012;3
"Campinas";"São Paulo";120;2012;20
"Rio Branco";"Acre";121;2012;0
"Água Preta";"Pernambuco";122;2012;19
"Santa Rita do Tocantins";"Tocantins";123;2012;12
"Jataí";"Goiás";124;2012;16
"Bonópolis";"Goiás";125;2012;22
"Montividiu";"Goiás";126;2012;0
"Bom Jesus";"Rio Grande do Sul";127;2012;41
"Dourados";"Mato Grosso do Sul";128;2012;15
"Codajás";"Amazonas";129;2012;4
"Codajás";"Amazonas";129;2012;5
"Manacapuru";"Amazonas";129;2012;3
"Concórdia";"Santa Catarina";130;2012;7
"Pinhão";"Paraná";131;2012;0
"Pinhão";"Paraná";131;2012;0
"Contagem";"Minas Gerais";132;2012;7
"Colônia Leopoldina";"Alagoas";133;2012;32
"Juína";"Mato Grosso";134;2012;0
"Ulianópolis";"Pará";135;2012;0
"Chupinguaia";"Rondônia";136;2012;29
"Pirassununga";"São Paulo";137;2012;26
"Arraial do Cabo";"Rio de Janeiro";138;2012;5
"Engenheiro Beltrão";"Paraná";139;2012;92
"Poconé";"Mato Grosso";140;2012;28
"Juiz de Fora";"Minas Gerais";141;2012;45
"Recife";"Pernambuco";142;2012;6
"São Miguel do Passa Quatro";"Goiás";143;2012;0
"Nova Crixás";"Goiás";144;2012;0
"Jandaia";"Goiás";145;2012;0
"Colônia Leopoldina";"Alagoas";1;2013;0
"Rio Largo";"Alagoas";1;2013;0
"Pacajá";"Pará";2;2013;0
"Novo Repartimento";"Pará";2;2013;0
"Alexânia";"Goiás";3;2013;0
"São João d'Aliança";"Goiás";3;2013;0
"Vila Boa";"Goiás";3;2013;0
"São João d'Aliança";"Goiás";3;2013;0
"Vila Boa";"Goiás";3;2013;0
"Água Fria de Goiás";"Goiás";3;2013;0
"Água Fria de Goiás";"Goiás";3;2013;0
"Conceição do Araguaia";"Pará";4;2013;0
"Santa Maria das Barreiras";"Pará";4;2013;0
"Pau D'Arco";"Pará";4;2013;0
"Goiânia";"Goiás";5;2013;12
"Ituporanga";"Santa Catarina";6;2013;7
"Imbuia";"Santa Catarina";6;2013;3
"Manoel Emídio";"Piauí";7;2013;26
"São Paulo";"São Paulo";8;2013;1
"Caxias do Sul";"Rio Grande do Sul";9;2013;6
"Porto Murtinho";"Mato Grosso do Sul";10;2013;5
"Porto Murtinho";"Mato Grosso do Sul";10;2013;12
"Inácio Martins";"Paraná";11;2013;17
"Novo Progresso";"Pará";12;2013;0
"Curionópolis";"Pará";13;2013;0
"São Joaquim";"Santa Catarina";14;2013;0
"Urubici";"Santa Catarina";14;2013;0
"São Joaquim";"Santa Catarina";14;2013;0
"Itaquiraí";"Mato Grosso do Sul";15;2013;34
"Brasilândia de Minas";"Minas Gerais";16;2013;10
"Santa Bárbara d'Oeste";"São Paulo";17;2013;3
"Belo Horizonte";"Minas Gerais";18;2013;6
"Nova Lima";"Minas Gerais";18;2013;26
"Petrolina";"Pernambuco";19;2013;1
"Rio de Janeiro";"Rio de Janeiro";20;2013;6
"Toritama";"Pernambuco";21;2013;7
"Toritama";"Pernambuco";21;2013;0
"Formoso do Araguaia";"Tocantins";22;2013;0
"Peixe";"Tocantins";22;2013;0
"Formoso do Araguaia";"Tocantins";22;2013;0
"Balsas";"Maranhão";23;2013;0
"Itupiranga";"Pará";23;2013;0
"Palestina do Pará";"Pará";23;2013;0
"São Paulo";"São Paulo";24;2013;0
"Guarulhos";"São Paulo";24;2013;3
"São Paulo";"São Paulo";24;2013;0
"São Paulo";"São Paulo";25;2013;28
"São Paulo";"São Paulo";25;2013;6
"São Paulo";"São Paulo";25;2013;9
"Dourados";"Mato Grosso do Sul";26;2013;11
"São Mateus";"Espírito Santo";27;2013;13
"Belo Horizonte";"Minas Gerais";28;2013;6
"Vitória da Conquista";"Bahia";29;2013;17
"Crixás";"Goiás";30;2013;12
"Crixás";"Goiás";30;2013;4
"Vila Nova dos Martírios";"Maranhão";31;2013;6
"Rondon do Pará";"Pará";31;2013;2
"Rondon do Pará";"Pará";31;2013;0
"Rondon do Pará";"Pará";31;2013;7
"Xambioá";"Tocantins";32;2013;0
"Água Azul do Norte";"Pará";32;2013;0
"São Félix do Xingu";"Pará";32;2013;15
"Açailândia";"Maranhão";33;2013;0
"Açailândia";"Maranhão";33;2013;0
"Açailândia";"Maranhão";33;2013;0
"Açailândia";"Maranhão";33;2013;1
"Açailândia";"Maranhão";33;2013;0
"Medicilândia";"Pará";34;2013;0
"Medicilândia";"Pará";34;2013;0
"Medicilândia";"Pará";34;2013;0
"Medicilândia";"Pará";34;2013;6
"Palmas";"Paraná";35;2013;0
"Palmas";"Paraná";35;2013;0
"Honório Serpa";"Paraná";35;2013;9
"Abadia de Goiás";"Goiás";36;2013;15
"Chupinguaia";"Rondônia";37;2013;11
"Maracaju";"Mato Grosso do Sul";38;2013;4
"Brumadinho";"Minas Gerais";39;2013;0
"Ribeirão Cascalheira";"Mato Grosso";40;2013;2
"Luís Eduardo Magalhães";"Bahia";41;2013;0
"São Desidério";"Bahia";41;2013;0
"Colniza";"Mato Grosso";42;2013;0
"Colniza";"Mato Grosso";42;2013;0
"Colniza";"Mato Grosso";42;2013;0
"Colniza";"Mato Grosso";42;2013;0
"Colniza";"Mato Grosso";42;2013;0
"Colniza";"Mato Grosso";42;2013;0
"Colniza";"Mato Grosso";42;2013;0
"Colniza";"Mato Grosso";42;2013;0
"Colméia";"Tocantins";43;2013;16
"Bandeirantes do Tocantins";"Tocantins";43;2013;4
"Bandeirantes do Tocantins";"Tocantins";43;2013;0
"Bandeirantes do Tocantins";"Tocantins";43;2013;0
"Paulista";"Pernambuco";44;2013;0
"Paulista";"Pernambuco";44;2013;0
"Recife";"Pernambuco";44;2013;0
"Caruaru";"Pernambuco";44;2013;0
"Santa Rita do Pardo";"Mato Grosso do Sul";45;2013;9
"Pinhão";"Paraná";46;2013;6
"Rio Branco";"Acre";47;2013;13
"Governador Valadares";"Minas Gerais";48;2013;1
"Sacramento";"Minas Gerais";49;2013;33
"Barreiras";"Bahia";50;2013;33
"Dourados";"Mato Grosso do Sul";51;2013;1
"Cotriguaçu";"Mato Grosso";52;2013;0
"Porto dos Gaúchos";"Mato Grosso";52;2013;0
"Parauapebas";"Pará";53;2013;6
"Curionópolis";"Pará";53;2013;0
"Perobal";"Paraná";54;2013;0
"Coronel Pacheco";"Minas Gerais";55;2013;11
"Piranhas";"Goiás";56;2013;0
"Aiuaba";"Ceará";57;2013;0
"Belo Horizonte";"Minas Gerais";58;2013;11
"Coronel Domingos Soares";"Paraná";59;2013;0
"Palmas";"Paraná";59;2013;0
"Bela Vista do Paraíso";"Paraná";60;2013;0
"São Félix do Xingu";"Pará";61;2013;0
"São Félix do Xingu";"Pará";61;2013;0
"São Félix do Xingu";"Pará";61;2013;0
"São Félix do Xingu";"Pará";61;2013;1
"Tucumã";"Pará";61;2013;21
"Rondolândia";"Mato Grosso";62;2013;0
"Rondolândia";"Mato Grosso";62;2013;0
"Rondolândia";"Mato Grosso";62;2013;0
"Rondolândia";"Mato Grosso";62;2013;0
"Rondolândia";"Mato Grosso";62;2013;0
"Edealina";"Goiás";63;2013;0
"Açailândia";"Maranhão";64;2013;0
"Bom Jardim";"Maranhão";64;2013;2
"Bom Jesus das Selvas";"Maranhão";64;2013;0
"São Francisco do Brejão";"Maranhão";64;2013;8
"Campinas";"São Paulo";65;2013;27
"Ilhéus";"Bahia";66;2013;6
"Bacabal";"Maranhão";67;2013;12
"Vitória da Conquista";"Bahia";68;2013;24
"Nova Canaã do Norte";"Mato Grosso";69;2013;0
"São Vicente de Minas";"Minas Gerais";70;2013;0
"Senador La Rocque";"Maranhão";71;2013;0
"Cidelândia";"Maranhão";71;2013;0
"Bom Jardim";"Maranhão";71;2013;11
"Cumaru do Norte";"Pará";72;2013;5
"Cumaru do Norte";"Pará";72;2013;0
"Floresta do Araguaia";"Pará";72;2013;0
"Brasil Novo";"Pará";73;2013;0
"Medicilândia";"Pará";73;2013;17
"Medicilândia";"Pará";73;2013;8
"Medicilândia";"Pará";73;2013;3
"Novo Repartimento";"Pará";74;2013;1
"Novo Repartimento";"Pará";74;2013;2
"São Paulo";"São Paulo";75;2013;28
"Itaberaí";"Goiás";76;2013;70
"Pinhalão";"Paraná";77;2013;17
"Palmas";"Paraná";77;2013;0
"Paranatinga";"Mato Grosso";78;2013;5
"Matupá";"Mato Grosso";79;2013;15
"Ilhéus";"Bahia";80;2013;5
"São Geraldo do Araguaia";"Pará";81;2013;0
"Curionópolis";"Pará";81;2013;6
"Bom Jesus do Tocantins";"Pará";81;2013;0
"Itinga do Maranhão";"Maranhão";82;2013;0
"São Pedro da Água Branca";"Maranhão";82;2013;1
"Açailândia";"Maranhão";82;2013;0
"Marabá";"Pará";83;2013;6
"Eldorado dos Carajás";"Pará";83;2013;2
"Matão";"São Paulo";84;2013;26
"Santa Terezinha";"Santa Catarina";85;2013;6
"Belo Horizonte";"Minas Gerais";86;2013;16
"Codó";"Maranhão";87;2013;9
"Comendador Gomes";"Minas Gerais";88;2013;23
"Ipê";"Rio Grande do Sul";89;2013;3
"Itaguaí";"Rio de Janeiro";90;2013;0
"São Desidério";"Bahia";91;2013;0
"Correntina";"Bahia";91;2013;0
"São Desidério";"Bahia";91;2013;0
"São Desidério";"Bahia";91;2013;0
"Barreiras";"Bahia";91;2013;0
"São Desidério";"Bahia";91;2013;0
"São Félix do Xingu";"Pará";92;2013;0
"Tucumã";"Pará";92;2013;0
"São Félix do Xingu";"Pará";92;2013;0
"São Félix do Xingu";"Pará";92;2013;0
"Parauapebas";"Pará";92;2013;0
"Pacajá";"Pará";93;2013;2
"Pacajá";"Pará";93;2013;2
"Pacajá";"Pará";93;2013;2
"Pacajá";"Pará";93;2013;2
"Vitória da Conquista";"Bahia";94;2013;26
"Wenceslau Braz";"Paraná";95;2013;1
"Altos";"Piauí";96;2013;0
"Aquidauana";"Mato Grosso do Sul";97;2013;4
"Porto Murtinho";"Mato Grosso do Sul";98;2013;8
"Itirapuã";"São Paulo";99;2013;26
"Mateus Leme";"Minas Gerais";100;2013;36
"Conceição do Araguaia";"Pará";101;2013;0
"Redenção";"Pará";101;2013;2
"Conceição do Araguaia";"Pará";101;2013;5
"Serra Branca";"Paraíba";102;2013;21
"Água Preta";"Pernambuco";102;2013;0
"Novo Progresso";"Pará";103;2013;0
"Novo Progresso";"Pará";103;2013;0
"Raposa";"Maranhão";104;2013;21
"Ariquemes";"Rondônia";105;2013;2
"Itupiranga";"Pará";106;2013;0
"Piçarra";"Pará";106;2013;0
"Itupiranga";"Pará";106;2013;1
"Novo Repartimento";"Pará";106;2013;0
"Novo Progresso";"Pará";107;2013;0
"Novo Progresso";"Pará";107;2013;0
"Novo Progresso";"Pará";107;2013;0
"Jussara";"Goiás";108;2013;0
"Ipameri";"Goiás";109;2013;0
"Campo Alegre de Goiás";"Goiás";109;2013;0
"Contagem";"Minas Gerais";110;2013;0
"Martinópole";"Ceará";111;2013;0
"Canindé";"Ceará";111;2013;0
"Granja";"Ceará";111;2013;11
"Granja";"Ceará";111;2013;85
"Novo Progresso";"Pará";112;2013;0
"Novo Progresso";"Pará";112;2013;0
"Novo Progresso";"Pará";112;2013;0
"Novo Progresso";"Pará";112;2013;0
"Novo Progresso";"Pará";112;2013;0
"Rio Verde";"Goiás";113;2013;0
"Mundo Novo";"Goiás";114;2013;0
"Irati";"Paraná";115;2013;0
"Cuiabá";"Mato Grosso";116;2013;21
"Natividade";"Tocantins";117;2013;11
"Juiz de Fora";"Minas Gerais";118;2013;28
"Oiapoque";"Amapá";119;2013;23
"Juiz de Fora";"Minas Gerais";120;2013;5
"Juiz de Fora";"Minas Gerais";121;2013;21
"Chácara";"Minas Gerais";122;2013;5
"Juiz de Fora";"Minas Gerais";123;2013;7
"Vila Rica";"Mato Grosso";124;2013;5
"Francisco Beltrão";"Paraná";125;2013;0
"Dois Vizinhos";"Paraná";125;2013;0
"Campanha";"Minas Gerais";126;2013;1
"Itiquira";"Mato Grosso";127;2013;3
"Itiquira";"Mato Grosso";127;2013;12
"Jaraguá";"Goiás";128;2013;11
"Palmitos";"Santa Catarina";129;2013;11
"Feira de Santana";"Bahia";130;2013;24
"Rio de Janeiro";"Rio de Janeiro";131;2013;8
"Belford Roxo";"Rio de Janeiro";132;2013;6
"Ipameri";"Goiás";133;2013;0
"Santo Antônio do Leverger";"Mato Grosso";134;2013;4
"Natividade";"Tocantins";135;2013;10
"Ibaretama";"Ceará";136;2013;7
"Belo Horizonte";"Minas Gerais";137;2013;0
"Guarulhos";"São Paulo";138;2013;111
"São Félix do Araguaia";"Mato Grosso";139;2013;0
"Nova Bandeirantes";"Mato Grosso";140;2013;0
"São Paulo";"São Paulo";141;2013;55
"Montividiu";"Goiás";142;2013;0
"Uberlândia";"Minas Gerais";143;2013;21
"Guarulhos";"São Paulo";144;2013;7
"São Paulo";"São Paulo";145;2013;13
"São Paulo";"São Paulo";146;2013;9
"Goiânia";"Goiás";147;2013;2
"Tailândia";"Pará";148;2013;2
"Moju";"Pará";148;2013;0
"Tailândia";"Pará";148;2013;0
"Belford Roxo";"Rio de Janeiro";149;2013;13
"Belford Roxo";"Rio de Janeiro";149;2013;3
"Vacaria";"Rio Grande do Sul";150;2013;12
"Divinolândia";"São Paulo";151;2013;7
"União de Minas";"Minas Gerais";152;2013;6
"Campina Grande do Sul";"Paraná";153;2013;14
"Inácio Martins";"Paraná";154;2013;0
"Inácio Martins";"Paraná";154;2013;0
"Inácio Martins";"Paraná";154;2013;0
"Caxias do Sul";"Rio Grande do Sul";155;2013;6
"Campos Verdes";"Goiás";156;2013;0
"Medianeira";"Paraná";157;2013;0
"General Carneiro";"Paraná";158;2013;0
"General Carneiro";"Paraná";158;2013;0
"Contagem";"Minas Gerais";159;2013;0
"Campo Alegre de Goiás";"Goiás";160;2013;7
"Rio de Janeiro";"Rio de Janeiro";161;2013;93
"Nova Brasilândia";"Mato Grosso";162;2013;0
"Paranaíta";"Mato Grosso";163;2013;8
"Conceição do Mato Dentro";"Minas Gerais";164;2013;173
"Vigia";"Pará";165;2013;6
"Vigia";"Pará";165;2013;8
"Vigia";"Pará";165;2013;0
"Vigia";"Pará";165;2013;0
"Altamira";"Pará";166;2013;0
"Cuiabá";"Mato Grosso";167;2013;11
"Ibirapuã";"Bahia";168;2013;0
"Ibirapuã";"Bahia";168;2013;0
"Terenos";"Mato Grosso do Sul";169;2013;10
"Corumbá";"Mato Grosso do Sul";170;2013;3
"Ipê";"Rio Grande do Sul";171;2013;17
"Campinas";"São Paulo";172;2013;56
"Porto Velho";"Rondônia";173;2013;6
"São Paulo";"São Paulo";174;2013;2
"Osasco";"São Paulo";174;2013;2
"São Sebastião da Grama";"São Paulo";175;2013;0
"São Sebastião da Grama";"São Paulo";175;2013;0
"São Sebastião da Grama";"São Paulo";175;2013;0
"São Sebastião da Grama";"São Paulo";175;2013;0
"São Sebastião da Grama";"São Paulo";175;2013;0
"Cuiabá";"Mato Grosso";176;2013;0
"Santa Filomena";"Piauí";177;2013;0
"Ponta Porã";"Mato Grosso do Sul";178;2013;0
"Flexeiras";"Alagoas";179;2013;0
"Codó";"Maranhão";180;2013;0
"Peritoró";"Maranhão";180;2013;0
"Guararapes";"São Paulo";181;2013;0
"Lagoa da Confusão";"Tocantins";182;2013;18
"Santa Filomena";"Piauí";183;2013;0
"Camaçari";"Bahia";184;2013;8
"São Sebastião do Paraíso";"Minas Gerais";185;2013;0
"Chaval";"Ceará";1;2014;0
"Chaval";"Ceará";1;2014;0
"Chaval";"Ceará";1;2014;0
"Chaval";"Ceará";1;2014;0
"Camocim";"Ceará";1;2014;0
"Chaval";"Ceará";1;2014;0
"Pedra Bela";"São Paulo";2;2014;0
"Piracaia";"São Paulo";2;2014;12
"Piracaia";"São Paulo";2;2014;0
"Bela Vista do Maranhão";"Maranhão";3;2014;0
"Bacabal";"Maranhão";3;2014;8
"Paulo Ramos";"Maranhão";3;2014;0
"Tucumã";"Pará";4;2014;2
"Xinguara";"Pará";4;2014;23
"Petrolina";"Pernambuco";5;2014;0
"Passa Quatro";"Minas Gerais";6;2014;3
"Sete Lagoas";"Minas Gerais";7;2014;12
"Imbituva";"Paraná";8;2014;2
"Pinhão";"Paraná";9;2014;2
"Mundo Novo";"Goiás";10;2014;0
"Goianésia do Pará";"Pará";11;2014;0
"Paragominas";"Pará";11;2014;0
"Tucuruí";"Pará";11;2014;0
"Tucuruí";"Pará";11;2014;0
"São Paulo";"São Paulo";12;2014;8
"Caroebe";"Roraima";13;2014;1
"Ponte Alta do Tocantins";"Tocantins";14;2014;4
"Palmas";"Paraná";15;2014;0
"Palmas";"Paraná";15;2014;0
"General Carneiro";"Paraná";15;2014;0
"General Carneiro";"Paraná";15;2014;0
"Santo Antônio dos Lopes";"Maranhão";16;2014;3
"Peritoró";"Maranhão";16;2014;12
"São Fidélis";"Rio de Janeiro";17;2014;0
"Salvador";"Bahia";18;2014;11
"São Miguel do Araguaia";"Goiás";19;2014;10
"Pinhalzinho";"Santa Catarina";20;2014;5
"Sena Madureira";"Acre";21;2014;1
"Natividade";"Tocantins";22;2014;6
"Humaitá";"Amazonas";23;2014;0
"Humaitá";"Amazonas";23;2014;0
"Humaitá";"Amazonas";23;2014;0
"Humaitá";"Amazonas";23;2014;0
"Humaitá";"Amazonas";23;2014;0
"Humaitá";"Amazonas";23;2014;0
"Humaitá";"Amazonas";23;2014;0
"Humaitá";"Amazonas";23;2014;0
"Humaitá";"Amazonas";23;2014;0
"Humaitá";"Amazonas";23;2014;0
"Lábrea";"Amazonas";24;2014;21
"Paranaíba";"Mato Grosso do Sul";25;2014;2
"Piracaia";"São Paulo";26;2014;6
"Piracaia";"São Paulo";26;2014;10
"Piracaia";"São Paulo";26;2014;4
"Jataí";"Goiás";27;2014;8
"Quaraí";"Rio Grande do Sul";28;2014;0
"Quaraí";"Rio Grande do Sul";28;2014;0
"Guapó";"Goiás";29;2014;5
"Guapó";"Goiás";29;2014;13
"Guapó";"Goiás";29;2014;6
"Guapó";"Goiás";29;2014;8
"Coxim";"Mato Grosso do Sul";30;2014;0
"São Paulo";"São Paulo";31;2014;0
"Santa Luzia";"Maranhão";32;2014;0
"Santa Luzia";"Maranhão";32;2014;0
"Santa Luzia";"Maranhão";32;2014;0
"Santa Luzia";"Maranhão";32;2014;4
"Tarauacá";"Acre";33;2014;55
"Barcelos";"Amazonas";34;2014;13
"Barcelos";"Amazonas";34;2014;0
"Coronel Domingos Soares";"Paraná";35;2014;3
"Coração de Jesus";"Minas Gerais";36;2014;10
"Conceição do Mato Dentro";"Minas Gerais";37;2014;0
"Conceição do Mato Dentro";"Minas Gerais";37;2014;0
"Conceição do Mato Dentro";"Minas Gerais";37;2014;0
"Conceição do Mato Dentro";"Minas Gerais";37;2014;0
"Conceição do Mato Dentro";"Minas Gerais";37;2014;0
"Conceição do Mato Dentro";"Minas Gerais";37;2014;0
"Conceição do Mato Dentro";"Minas Gerais";37;2014;0
"Conceição do Mato Dentro";"Minas Gerais";37;2014;0
"Conceição do Mato Dentro";"Minas Gerais";37;2014;0
"Conceição do Mato Dentro";"Minas Gerais";37;2014;0
"Conceição do Mato Dentro";"Minas Gerais";37;2014;0
"Conceição do Mato Dentro";"Minas Gerais";37;2014;0
"Conceição do Mato Dentro";"Minas Gerais";37;2014;0
"Conceição do Mato Dentro";"Minas Gerais";37;2014;0
"Conceição do Mato Dentro";"Minas Gerais";37;2014;0
"Conceição do Mato Dentro";"Minas Gerais";37;2014;6
"Conceição do Mato Dentro";"Minas Gerais";37;2014;0
"Conceição do Mato Dentro";"Minas Gerais";37;2014;0
"Conceição do Mato Dentro";"Minas Gerais";37;2014;0
"Conceição do Mato Dentro";"Minas Gerais";37;2014;0
"Conceição do Mato Dentro";"Minas Gerais";37;2014;0
"Rio de Janeiro";"Rio de Janeiro";38;2014;0
"Osasco";"São Paulo";39;2014;6
"Baixa Grande do Ribeiro";"Piauí";40;2014;0
"Cascavel";"Ceará";41;2014;0
"Aracati";"Ceará";41;2014;6
"São Gabriel da Cachoeira";"Amazonas";42;2014;0
"São Gabriel da Cachoeira";"Amazonas";42;2014;0
